"id","type","hostname","fqdn","probe","is_ipv4_only","ip_v4","as_v4","ip_v6","as_v6","city","country","company","nic_handle","geometry_type","latitude","longitude","tlsa_record","is_disabled","date_live","date_decommissioned","hardware_version","geom"
1,"Anchor","fi-tmp-as29432","fi-tmp-as29432.anchors.atlas.ripe.net",6003,False,"195.140.195.61",29432,"2001:67c:2b0:3d:92b1:1cff:fe1a:9145",29432,"Tampere","FI","TREX","TRE53-RIPE","Point","61.4981508","23.7610254","",True,"2013-02-03 16:09:44","2017-08-24 08:51:20",0,"0101000020E6100000E26C848FD2C23740F53CC967C3BF4E40"
3,"Anchor","ch-zrh-as34288","ch-zrh-as34288.anchors.atlas.ripe.net",6005,False,"46.234.32.16",34288,"2001:4b20:c000::2:1",34288,"Zurich","CH","Kantonsschule Zug","","Point","47.3686498","8.5391825","",True,"2013-02-10 09:54:53","2017-03-17 15:19:01",0,"0101000020E6100000AB2688BA0F142140A656A9EA2FAF4740"
4,"Anchor","it-trn-as12779","it-trn-as12779.anchors.atlas.ripe.net",6011,False,"213.212.129.68",12779,"2001:1418:10:a::",12779,"Turin","IT","IT.Gate","ITGA1-RIPE","Point","45.0913","7.6606","",True,"2013-02-25 10:42:12","2017-11-16 09:19:07",0,"0101000020E61000004DF38E5374A41E40F90FE9B7AF8B4640"
5,"Anchor","cz-prg-as25192","cz-prg-as25192.anchors.atlas.ripe.net",6006,False,"217.31.202.20",25192,"2001:1488:ffff::20",25192,"Prague","CZ","Nic.cz","","Point","50.0755381","14.4378005","",True,"2013-02-09 09:58:23","2017-05-02 12:47:29",0,"0101000020E61000004B581B6327E02C400E8D823BAB094940"
6,"Anchor","fr-cdg-as2486","fr-cdg-as2486.anchors.atlas.ripe.net",6004,False,"192.134.1.25",2486,"2001:67c:217c:4::2",2486,"Paris","FR","AFNIC","NFC1-RIPE","Point","48.856614","2.3522219","",True,"2013-02-04 16:30:51","2017-03-14 11:45:22",0,"0101000020E6100000D87A2BB759D10240DBA50D87A56D4840"
7,"Anchor","ie-dub-as2128","ie-dub-as2128.anchors.atlas.ripe.net",6007,False,"194.88.241.228",2128,"2001:7f8:18:141::3",2128,"Dublin","IE","INEX","","Point","53.3498053","-6.2603097","",True,"2013-02-07 09:59:11","2016-04-20 13:05:09",0,"0101000020E6100000875341A08E0A19C0D6BB896BC6AC4A40"
8,"Anchor","us-bos-as11488","us-bos-as11488.anchors.atlas.ripe.net",6010,False,"192.1.90.2",11488,"2620:3b:0:105a::c001:5a02",11488,"Boston","US","BBN Technologies","","Point","42.389725","-71.146438","",True,"2013-02-08 10:53:12","2017-03-22 13:52:33",0,"0101000020E610000011397D3D5FC951C080B74082E2314540"
10,"Anchor","no-osl-as39029","no-osl-as39029.anchors.atlas.ripe.net",6002,False,"87.238.48.242",39029,"2a02:c0:203:0:ffff:0:57ee:30f3",39029,"Oslo","NO","Redpill Linpro","RLHM-RIPE","Point","59.9138688","10.7522454","",True,"2013-02-05 16:09:41","2017-06-21 11:23:31",0,"0101000020E610000004221F4F26812540DA6A20A7F9F44D40"
11,"Anchor","at-vie-as1853","at-vie-as1853.anchors.atlas.ripe.net",6009,False,"193.170.114.240",1853,"2001:628:2005:1::2",1853,"Vienna","AT","Vienna University  ACOnet","","Point","48.2081743","16.3738189","",True,"2013-02-02 09:57:52","2017-10-11 09:32:33",0,"0101000020E61000006F206E98B25F3040112F9974A51A4840"
12,"Anchor","nl-ams-as3333","nl-ams-as3333.anchors.atlas.ripe.net",6001,False,"193.0.19.107",3333,"2001:67c:2e8:11::c100:136b",3333,"Amsterdam","NL","RIPE NCC","GII-RIPE","Point","52.37322231","4.88823707","",True,"2012-12-11 16:33:36","2017-11-02 14:06:37",0,"0101000020E6100000BDFABA048E8D134036CBA7BFC52F4A40"
13,"Anchor","sk-bts-as2607","sk-bts-as2607.anchors.atlas.ripe.net",6008,False,"194.160.223.106",2607,"2001:4118:106::6a",2607,"Bratislava","SK","SANET","UNOC","Point","48.1458923","17.1071373","",True,"2013-02-06 09:55:31","2017-11-06 10:09:38",0,"0101000020E610000087AE9F596D1B31407E9E5099AC124840"
14,"Anchor","de-ham-as12731","de-ham-as12731.anchors.atlas.ripe.net",6014,False,"213.128.137.33",12731,"2001:868:100:3401::4",12731,"Hamburg","DE","IPHH","","Point","53.550004","10.048331","",True,"2013-06-06 15:38:22","2016-11-30 15:45:41",0,"0101000020E610000015C440D7BE182440A855F48766C64A40"
15,"Anchor","ch-zrh-as559","ch-zrh-as559.anchors.atlas.ripe.net",6015,False,"130.59.80.2",559,"2001:620:0:8001::823b:5002",559,"Zurich","CH","SWITCH NOC","SNOC1-RIPE","Point","47.380125","8.54513","",True,"2013-06-07 15:28:24","2017-11-16 11:27:42",0,"0101000020E6100000102384471B1721402DB29DEFA7B04740"
16,"Anchor","lu-lux-as2602","lu-lux-as2602.anchors.atlas.ripe.net",6016,False,"158.64.58.244",2602,"2001:a18:0:404::4",2602,"Luxembourg","LU","RESTENA NOC","RNOC3-RIPE","Point","49.5035535","5.94730191","",True,"2013-06-25 11:16:48","2017-01-19 10:59:11",0,"0101000020E6100000A88D0B8309CA1740A724EB7074C04840"
17,"Anchor","de-ber-as25291","de-ber-as25291.anchors.atlas.ripe.net",6017,False,"37.49.152.204",25291,"2a00:7fc0:4000:11::2531:98cc",25291,"Berlin","DE","SysEleven","","Point","52.5","13.4","",True,"2013-08-22 14:39:31","2016-12-20 15:12:49",0,"0101000020E6100000CDCCCCCCCCCC2A400000000000404A40"
269,"Anchor","nl-ams-as3333-2","nl-ams-as3333-2.anchors.atlas.ripe.net",6019,False,"193.0.0.176",3333,"2001:67c:2e8:3::c100:b0",3333,"Amsterdam","NL","RIPE NCC","GII-RIPE","Point","52.302994","4.937893","",True,"2013-11-26 15:56:20","2020-12-03 09:47:51.310224",1,"0101000020E6100000DD96C80567C013402E71E481C8264A40"
270,"Anchor","de-fra-as5580","de-fra-as5580.anchors.atlas.ripe.net",6023,False,"80.94.66.74",5580,"2a02:d28:667:2::2",5580,"Frankfurt","DE","Hibernia Networks","","Point","50.12003","8.73527","",True,"2013-11-26 16:31:41","2017-03-14 11:05:56",1,"0101000020E6100000B875374F75782140FA449E245D0F4940"
271,"Anchor","us-pao-as5580","us-pao-as5580.anchors.atlas.ripe.net",6021,False,"80.94.66.70",5580,"2a02:d28:667:1::2",5580,"Palo Alto","US","Hibernia Networks","ATRA-RIPE","Point","37.44589","-122.16077","",True,"2013-11-26 16:36:10","2017-03-14 11:03:34",1,"0101000020E6100000630B410E4A8A5EC085CE6BEC12B94240"
272,"Anchor","us-ewr-as5580","us-ewr-as5580.anchors.atlas.ripe.net",6024,False,"80.94.66.18",5580,"2a02:d28:667::2",5580,"New York","US","Hibernia Networks","ATRA-RIPE","Point","40.71788","-74.00893","",True,"2013-11-26 16:32:18","2017-03-14 11:08:52",1,"0101000020E6100000037D224F928052C0EB39E97DE35B4440"
273,"Anchor","de-muc-as5539","de-muc-as5539.anchors.atlas.ripe.net",6020,False,"195.30.70.33",5539,"2001:608:3:337::1",5539,"Munchen","DE","SpaceNet","","Point","48.1367203","11.576754","",True,"2013-11-27 16:34:49","2018-10-02 13:53:28",1,"0101000020E6100000A3ACDF4C4C2727408399000D80114840"
274,"Anchor","gr-ath-as5408","gr-ath-as5408.anchors.atlas.ripe.net",6026,False,"83.212.7.42",5408,"2001:648:1::2",5408,"Athens","GR","GRNET","","Point","37.985255","23.733932","",True,"2013-12-02 11:56:24","2020-07-14 11:21:56.896826",1,"0101000020E6100000E57CB1F7E2BB3740399CF9D51CFE4240"
275,"Anchor","uk-lcy-as20965","uk-lcy-as20965.anchors.atlas.ripe.net",6027,False,"62.40.109.30",20965,"2001:798:ff23:28::2",20965,"London","GB","GEANT","DANT-RIPE","Point","51.5112139","-0.1198244","",True,"2013-12-03 14:13:22","2021-07-21 15:14:48.391038",1,"0101000020E6100000544843D7CFACBEBF5CE102756FC14940"
277,"Anchor","nl-dft-as31019","nl-dft-as31019.anchors.atlas.ripe.net",6022,False,"91.228.151.10",31019,"2001:67c:22dc:8::2",31019,"Delft","NL","Meanie","","Point","51.95","4.225","",True,"2016-06-15 08:44:55","2020-02-12 09:47:02",1,"0101000020E61000006666666666E610409A99999999F94940"
278,"Anchor","fr-sxb-as8839","fr-sxb-as8839.anchors.atlas.ripe.net",6025,False,"213.225.160.239",8839,"2001:810:0:14::239",8839,"Strasbourg","FR","SdV Plurimedia","SRA11-RIPE","Point","48.583148","7.747882","",False,"2013-11-28 16:06:55",NULL,1,"0101000020E61000007B116DC7D4FD1E40295DFA97A44A4840"
280,"Anchor","us-sea-as2914","us-sea-as2914.anchors.atlas.ripe.net",6065,False,"129.250.50.37",2914,"2001:418:0:3006::2",2914,"Seattle","US","NTT Communications","","Point","47.61279278","-122.33794842","",True,"2014-06-05 17:39:32","2020-02-12 09:48:01",1,"0101000020E6100000A2E868F2A0955EC097A96AFE6FCE4740"
281,"Anchor","tn-tun-as5438","tn-tun-as5438.anchors.atlas.ripe.net",6051,False,"41.231.21.253",5438,"2001:4350:3000:1::1",5438,"Tunis","TN","ATI","","Point","36.80245517","10.16435067","",True,"2014-03-21 11:38:17","2020-02-12 09:48:34",1,"0101000020E61000008D7361C525542440FCD3DBD9B6664240"
282,"Anchor","nl-ams-as1101","nl-ams-as1101.anchors.atlas.ripe.net",6031,False,"145.220.0.55",1101,"2001:67c:6ec:201:145:220:0:55",1103,"Amsterdam","NL","SURFnet","NSN19-RIPE","Point","52.3702157","4.8951679","",False,"2013-12-19 13:30:32",NULL,1,"0101000020E61000004BB7DBE4A69413409EFB613A632F4A40"
283,"Anchor","be-lln-as2611","be-lln-as2611.anchors.atlas.ripe.net",6058,False,"130.104.229.249",2611,"2001:6a8:308f:3::3",2611,"Louvain-la-Neuve","BE","Université catholique de Louvain","","Point","50.668081","4.6118324","",True,"2014-05-02 10:47:16","2021-02-17 09:44:45.124739",1,"0101000020E610000063885231847212401C0A9FAD83554940"
284,"Anchor","de-kel-as13101","de-kel-as13101.anchors.atlas.ripe.net",6052,False,"213.178.92.102",13101,"2a00:12d0:1080:1::2",13101,"Kiel","DE","ennit Server","TNG-RIPE","Point","54.36624689","10.10807902","",True,"2014-03-24 11:42:45","2020-09-18 14:11:10.733748",1,"0101000020E61000004591202256372440E667972DE12E4B40"
285,"Anchor","uk-cdf-as48294","uk-cdf-as48294.anchors.atlas.ripe.net",6028,False,"94.126.208.18",48294,"2a02:5d80:105::2",48294,"Cardiff","GB","Spectrum Internet","SIT22-RIPE","Point","51.481581","-3.17909","",True,"2014-07-16 10:16:00","2020-08-13 14:15:24",1,"0101000020E61000003B53E8BCC66E09C0FFAF3A72A4BD4940"
286,"Anchor","fr-zdb-as35625","fr-zdb-as35625.anchors.atlas.ripe.net",6029,False,"46.29.125.17",35625,"2a02:21c8:102:202::1",35625,"Sainghin en Mélantois","FR","ATE","","Point","50.58450142","3.13665032","",True,"2013-12-17 10:25:24","2020-05-29 12:36:24.297874",1,"0101000020E61000007E1A7B1FDC170940CBAE49F1D04A4940"
288,"Anchor","is-rey-as1850","is-rey-as1850.anchors.atlas.ripe.net",6032,False,"185.93.159.17",1850,"2001:67c:6c:d59::17",1850,"Reykjavik","IS","ISNIC","ISHM-IS","Point","64.14262516","-21.90417651","",True,"2013-12-23 14:01:32","2020-02-14 16:49:12.589753",1,"0101000020E6100000EC429C1C78E735C05A7247C520095040"
290,"Anchor","ie-caw-as39122","ie-caw-as39122.anchors.atlas.ripe.net",6047,False,"185.2.64.76",39122,"2a01:a8:201:9::aaaa",39122,"Carlow","IE","Blacknight Internet Solutions Limited","","Point","52.84389744","-6.93278932","",True,"2014-03-12 13:11:25","2023-10-05 09:51:19.465585",1,"0101000020E610000013D59D1F2DBB1BC033FDD0D4046C4A40"
291,"Anchor","fr-prm-as513","fr-prm-as513.anchors.atlas.ripe.net",6043,False,"192.65.184.54",513,"2001:1458:0:1e::2",513,"Prévessin-Moëns","FR","CERN","","Point","46.232473","6.045897","",False,"2014-02-14 19:05:55",NULL,1,"0101000020E610000024F0879FFF2E1840FC19DEACC11D4740"
297,"Anchor","cz-prg-as39392","cz-prg-as39392.anchors.atlas.ripe.net",6056,False,"88.86.97.154",39392,"2a01:28:cb:1::1",39392,"Prague","CZ","SuperNetwork ","","Point","50.08194249","14.53376412","",True,"2014-04-28 09:38:28","2019-05-09 07:35:33",1,"0101000020E6100000405BDE8749112D40F6596D177D0A4940"
299,"Anchor","se-sln-as49515","se-sln-as49515.anchors.atlas.ripe.net",6102,False,"188.95.32.34",49515,"2a02:ca80:1:46::2:2",49515,"Solna","SE","Nordiska Servercentralen","","Point","59.35346","17.97557774","",True,"2015-01-13 09:31:34","2022-04-22 09:27:06.457593",1,"0101000020E61000006E017876BFF93140DA38622D3EAD4D40"
300,"Anchor","ie-dub-as1213","ie-dub-as1213.anchors.atlas.ripe.net",6050,False,"193.1.201.140",1213,"2001:770:1c:11::c101:c98c",1213,"Dublin","IE","HEAnet","HL2364-RIPE","Point","53.33664115","-6.3655611","",True,"2014-03-20 09:17:28","2021-04-09 23:19:53.097551",1,"0101000020E610000057C224A6557619C071DEA40E17AB4A40"
301,"Anchor","ru-mow-as47764","ru-mow-as47764.anchors.atlas.ripe.net",6046,False,"95.163.252.10",47764,"2a00:114f:1::1",47764,"Moscow","RU","Mail.ru Group","MAIL-RU","Point","55.79463009","37.54019474","",True,"2014-03-07 16:22:14","2018-01-24 16:06:13",1,"0101000020E6100000B7E2EA1925C54240D87B5470B6E54B40"
303,"Anchor","is-rey-as25509","is-rey-as25509.anchors.atlas.ripe.net",6041,False,"213.190.96.41",25509,"2a00:5380:1337::1",25509,"Reykjavik","IS","Hringidan ","","Point","64.139664","-21.955246","",False,"2014-02-03 09:23:20",NULL,1,"0101000020E610000083A279008BF435C06D1B4641F0085040"
304,"Anchor","se-sto-as59521","se-sto-as59521.anchors.atlas.ripe.net",6037,False,"185.50.36.250",59521,"2a01:5540::2",59521,"Stockholm","SE","Aivivid","","Point","59.3311812","18.0407362","",True,"2014-01-21 10:15:37","2020-02-12 09:48:56",1,"0101000020E610000069C306B06D0A32406886432564AA4D40"
305,"Anchor","jp-tyo-as2500","jp-tyo-as2500.anchors.atlas.ripe.net",6033,False,"203.178.137.196",2500,"2001:200:0:6002::a10:1a2",2500,"Tokyo","JP","WIDE BB/UTokyo","","Point","35.6894875","139.6917064","",True,"2014-01-10 11:51:26","2019-01-07 15:28:34",1,"0101000020E6100000E2CD7575227661401AC05B2041D84140"
306,"Anchor","us-pao-as1280","us-pao-as1280.anchors.atlas.ripe.net",6045,False,"149.20.4.10",1280,"2001:4f8:1:c::10",1280,"Palo Alto","US","ISC/PAIX","","Point","37.4418834","-122.1430195","",True,"2014-03-05 13:37:16","2020-02-12 09:49:14",1,"0101000020E61000002DCC423B27895EC099D29FA28FB84240"
307,"Anchor","fr-vbn-as199422","fr-vbn-as199422.anchors.atlas.ripe.net",6038,False,"77.95.70.141",199422,"2a03:9180:1:22::8d",199422,"Lyon","FR","Rezopole/LyonIX","","Point","45.78329006","4.86484143","",True,"2014-01-24 12:54:17","2017-12-12 12:07:49",1,"0101000020E6100000B24DE8FD98751340AE7D43D942E44640"
308,"Anchor","rs-beg-as13004","rs-beg-as13004.anchors.atlas.ripe.net",6030,False,"193.105.163.172",13004,"2001:7f8:1e:3::172",13004,"Belgrade","RS","SOX","","Point","44.8075746","20.4625109","",True,"2013-12-19 11:33:00","2022-04-23 15:54:23.764866",1,"0101000020E6100000258B451D67763440470AC09A5E674640"
309,"Anchor","nl-arn-as1140","nl-arn-as1140.anchors.atlas.ripe.net",6040,False,"193.176.144.165",1140,"2a00:d78:0:fd:193:176:144:165",1140,"Arnhem","NL","SIDN","","Point","51.9780532","5.9721188","",True,"2014-01-30 12:23:30","2019-06-19 09:48:28",1,"0101000020E61000009B4E571C73E31740C3DFE5D830FD4940"
310,"Anchor","pl-poz-as9112","pl-poz-as9112.anchors.atlas.ripe.net",6034,False,"150.254.210.169",9112,"2001:808:1:7::2",9112,"Poznan","PL","PCSS","","Point","52.406374","16.9251681","",True,"2014-01-13 10:36:00","2018-04-06 10:28:26",1,"0101000020E61000006ECD0CD1D7EC3040ECF82F1004344A40"
311,"Anchor","fi-hel-as3292","fi-hel-as3292.anchors.atlas.ripe.net",6036,False,"62.237.82.14",3292,"2001:6e8:2381:fffe::14",3292,"Helsinki","FI","FICIX","FCR12-RIPE","Point","60.1733244","24.9410248","",True,"2014-01-16 09:20:49","2020-05-29 13:08:02.444997",1,"0101000020E610000096B95400E7F03840A6CC727E2F164E40"
314,"Anchor","se-sto-as8674","se-sto-as8674.anchors.atlas.ripe.net",6049,False,"185.42.136.158",8674,"2a01:3f0:0:60::5",8674,"Stockholm","SE","NETNOD","","Point","59.32893","18.06491","",False,"2014-03-19 11:23:11",NULL,1,"0101000020E6100000F12E17F19D1032402E56D4601AAA4D40"
316,"Anchor","de-str-as553","de-str-as553.anchors.atlas.ripe.net",6035,False,"129.143.4.230",553,"2001:7c0:701:1338::b",553,"Stuttgart","DE","BelWue","BEL553-RIPE","Point","48.74542013","9.10360927","",True,"2014-01-14 15:55:59","2019-12-10 09:48:49",1,"0101000020E6100000C46C34460C352240A61044ED695F4840"
321,"Anchor","au-mel-as38796","au-mel-as38796.anchors.atlas.ripe.net",6044,False,"120.29.255.85",38796,"2001:dcd:40:3d::5",38796,"Melbourne","AU","AusRegistry","","Point","-37.814107","144.96328","",True,"2014-02-20 15:32:25","2020-02-12 09:49:31",1,"0101000020E6100000821C9430D31E6240EB387EA834E842C0"
326,"Anchor","hu-bud-as12303","hu-bud-as12303.anchors.atlas.ripe.net",6039,False,"5.28.0.17",12303,"2a00:e6a0:3:1011::17",12303,"Budapest","HU","BIX","","Point","47.497912","19.040235","",False,"2014-01-27 09:23:37",NULL,1,"0101000020E6100000912749D74C0A33409A249694BBBF4740"
329,"Anchor","mu-ebn-as37708","mu-ebn-as37708.anchors.atlas.ripe.net",6059,False,"196.192.112.244",37708,"2001:43f8:90:608::244",37708,"Ebene","MU","AFRINIC","","Point","-20.2425989","57.49631474","",True,"2014-11-18 10:17:02","2022-04-21 09:28:18.687578",1,"0101000020E61000005069CC3D87BF4C40AB8B25F61A3E34C0"
331,"Anchor","au-bne-as4608","au-bne-as4608.anchors.atlas.ripe.net",6055,False,"203.133.248.56",4608,"2401:2000:6660::56",4608,"Brisbane","AU","APNIC","AA28929-RIPE","Point","-27.4709331","153.0235024","",True,"2014-04-11 15:22:12","2020-08-27 07:33:16.330901",1,"0101000020E610000015EC1A88C0206340991A57128F783BC0"
334,"Anchor","qa-doh-as8781","qa-doh-as8781.anchors.atlas.ripe.net",6090,False,"82.148.114.58",8781,"2001:1a10:cd:3::2",8781,"Doha","QA","Ooredoo","","Point","25.280282","51.522476","",True,"2014-11-17 13:14:58","2024-06-16 18:54:55.164803",1,"0101000020E6100000F2785A7EE0C2494050A8A78FC0473940"
335,"Anchor","at-vie-as1120","at-vie-as1120.anchors.atlas.ripe.net",6042,False,"193.171.255.2",1120,"2001:628:2000:feed::2",1120,"Vienna","AT","VIX","AN1555-RIPE","Point","48.2081743","16.3738189","",False,"2014-02-13 10:13:16",NULL,1,"0101000020E61000006F206E98B25F3040112F9974A51A4840"
337,"Anchor","za-jnb-as10474","za-jnb-as10474.anchors.atlas.ripe.net",6053,False,"197.80.75.4",10474,"2c0f:ff40:30:161::4",10474,"Johannesburg","ZA","MWEB","AR13627-RIPE","Point","-26.14406419","28.00617703","",False,"2014-03-26 11:19:18",NULL,1,"0101000020E61000001FD65DD194013C4022930864E1243AC0"
342,"Anchor","de-fra-as8763","de-fra-as8763.anchors.atlas.ripe.net",6060,False,"81.91.160.92",8763,"2a02:568:184:100::10",8763,"Frankfurt","DE","DENIC eG","OPS1","Point","50.107145","8.663789","",True,"2014-05-09 10:59:40","2020-09-13 19:34:14.740235",1,"0101000020E61000009BE3DC26DC532140087767EDB60D4940"
343,"Anchor","us-den-as7922","us-den-as7922.anchors.atlas.ripe.net",6080,False,"76.26.120.98",7922,"2001:558:6010:2::2",7922,"Denver","US","Comcast","","Point","39.737567","-104.9847179","",True,"2014-10-06 08:20:59","2023-10-05 09:52:53.777214",1,"0101000020E61000004B123A9E053F5AC0EECD6F9868DE4340"
344,"Anchor","us-wct-as7922","us-wct-as7922.anchors.atlas.ripe.net",6072,False,"76.26.115.194",7922,"2001:558:6000:4::2",7922,"West Chester","US","Comcast ","","Point","39.9606643","-75.6054882","",False,"2014-07-15 08:16:10",NULL,1,"0101000020E61000004A479451C0E652C0A5773B0CF7FA4340"
346,"Anchor","uy-mvd-as28000","uy-mvd-as28000.anchors.atlas.ripe.net",6054,False,"200.7.84.24",28000,"2001:13c7:7001:4000::24",28000,"Montevideo","UY","LACNIC","","Point","-34.8836111","-56.1819444","",False,"2014-03-28 09:10:37",NULL,1,"0101000020E61000005DD83FF449174CC0F970242B1A7141C0"
348,"Anchor","es-bcn-as13041","es-bcn-as13041.anchors.atlas.ripe.net",6048,False,"84.88.18.254",13041,"2001:40b0:2::2",13041,"Barcelona","ES","CSUC","CNOC6-RIPE","Point","41.38474154","2.10848469","",True,"2014-03-14 15:00:56","2017-12-27 13:53:22",1,"0101000020E610000066559D382DDE004039DBF5353FB14440"
350,"Anchor","uk-lon-as5459","uk-lon-as5459.anchors.atlas.ripe.net",6091,False,"195.66.241.220",5459,"2a01:40:1002::4",5459,"London","GB","LINX","LINX1-RIPE","Point","51.51463536","-0.0019221","",True,"2014-11-18 10:19:52","2020-04-16 08:43:27.86992",1,"0101000020E610000052E3EF28DF7D5FBF58484C92DFC14940"
355,"Anchor","fr-tin-as196670","fr-tin-as196670.anchors.atlas.ripe.net",6057,False,"195.200.254.62",196670,"2a04:9140:3001:1101::a",196670,"Pantin","FR","ADP","ADP371-RIPE","Point","48.894533","2.40963","",True,"2014-04-29 09:31:18","2018-07-06 08:48:26",1,"0101000020E610000010AFEB17EC460340AD18AE0E80724840"
366,"Anchor","us-dal-as7366","us-dal-as7366.anchors.atlas.ripe.net",6067,False,"199.7.183.254",7366,"2620:17:4000:2::2",7366,"Dallas","US","Lemuria Communications","","Point","32.80183377","-96.81840822","",True,"2014-06-10 11:44:49","2021-05-27 09:44:03.863877",1,"0101000020E61000005DEBDECC603458C03C7D2D7DA2664040"
367,"Anchor","us-dal-as2914","us-dal-as2914.anchors.atlas.ripe.net",6061,False,"129.250.50.30",2914,"2001:418:0:3004::2",2914,"Dallas","US","NTT Communications","","Point","32.8001","-96.8199323","",True,"2014-05-19 10:27:34","2023-08-17 10:51:29.239099",1,"0101000020E6100000C85B53C5793458C0CAC342AD69664040"
368,"Anchor","us-mia-as2914","us-mia-as2914.anchors.atlas.ripe.net",6062,False,"129.250.50.34",2914,"2001:418:0:3005::2",2914,"Miami","US","NTT Communications","","Point","25.7889689","-80.2264393","",True,"2014-05-20 06:54:15","2023-08-17 10:51:49.922257",1,"0101000020E6100000DD0143FB7D0E54C0A40FA7DDF9C93940"
373,"Anchor","us-atl-as2914","us-atl-as2914.anchors.atlas.ripe.net",6066,False,"129.250.50.42",2914,"2001:418:0:3007::2",2914,"Atlanta","US","NTT Communications","","Point","33.77013245","-84.41960153","",True,"2014-06-06 09:51:22","2023-08-17 10:51:05.164433",1,"0101000020E6100000E62C60C0DA1A55C04F2B3BB393E24040"
374,"Anchor","us-qas-as14907","us-qas-as14907.anchors.atlas.ripe.net",6092,False,"208.80.155.69",14907,"2620:0:861:202:208:80:155:69",14907,"Ashburn","US","Wikimedia Foundation","WMF-RIPE","Point","39.0437567","-77.4874416","",False,"2014-11-24 14:41:33",NULL,1,"0101000020E61000006FAD403E325F53C08EBDCDD199854340"
376,"Anchor","us-cax-as14907","us-cax-as14907.anchors.atlas.ripe.net",6093,False,"208.80.152.244",14907,"2620:0:860:201:208:80:152:244",14907,"Carrollton","US","Wikimedia Foundation","WMF-RIPE","Point","32.992296","-96.930399","",True,"2014-11-26 12:53:25","2021-09-30 09:05:59",1,"0101000020E6100000CA4E3FA88B3B58C0CFF9298E037F4040"
377,"Anchor","se-got-as50168","se-got-as50168.anchors.atlas.ripe.net",6063,False,"185.47.192.253",50168,"2a02:4b07:0:8000::2",50168,"Gothenburg","SE","Bogal AB","","Point","57.7299764","12.0029481","",True,"2014-05-28 09:09:06","2023-10-06 14:07:24.651926",1,"0101000020E6100000B12BD26982012840086DDEDD6FDD4C40"
378,"Anchor","ru-mow-as15835","ru-mow-as15835.anchors.atlas.ripe.net",6064,False,"193.232.226.58",15835,"2001:6d0:ffd8:411::2",15835,"Moscow","RU","RIPN","RR-ORG","Point","55.79463009","37.55738347","",True,"2014-06-02 15:45:42","2020-02-03 13:42:48.838494",1,"0101000020E6100000917D6F5758C74240D87B5470B6E54B40"
380,"Anchor","dk-blp-as197495","dk-blp-as197495.anchors.atlas.ripe.net",6109,False,"91.221.196.188",197495,"2001:67c:3c0:13::188",197495,"Ballerup","DK","Larsen Data ApS","","Point","55.7279694","12.3813187","",True,"2015-02-11 09:30:15","2020-02-12 09:49:45",1,"0101000020E6100000DBB463343CC328408FBEEE192EDD4B40"
381,"Anchor","dk-blp-as59469","dk-blp-as59469.anchors.atlas.ripe.net",6069,False,"185.27.112.25",59469,"2a03:a480:1000:3113::2",59469,"Ballerup","DK","Solido Networks ApS","SOL17-RIPE","Point","55.728388","12.376959","",True,"2014-07-14 10:57:53","2020-05-29 13:08:20.856888",1,"0101000020E6100000A0DD21C500C12840416667D13BDD4B40"
383,"Anchor","us-lan-as32244","us-lan-as32244.anchors.atlas.ripe.net",6097,False,"209.59.185.7",32244,"2607:fad0:3610:2:0:1:0:1",32244,"Lansing Charter Township","US","Liquid Web Inc.","","Point","42.707323","-84.666577","",True,"2014-12-02 16:53:44","2020-02-12 09:49:59",1,"0101000020E610000003D19332A92A55C0B45A608F895A4540"
385,"Anchor","br-sao-as22548","br-sao-as22548.anchors.atlas.ripe.net",6099,False,"200.160.6.35",22548,"2001:12ff:0:6000::35",22548,"Sao Paulo","BR","Núcleo de Informação e Coordenação do Ponto BR - NIC.br","","Point","-23.64596821","-46.73043777","",True,"2014-12-09 08:54:20","2018-10-16 13:16:40",1,"0101000020E6100000E3F41EFC7E5D47C0A634302C5EA537C0"
386,"Anchor","be-anr-as2611","be-anr-as2611.anchors.atlas.ripe.net",6071,False,"143.129.80.132",2611,"2001:6a8:500:e006::132",2611,"Antwerp","BE","MOSAIC - University of Antwerp - iMinds","","Point","51.18446055","4.42069023","",True,"2014-07-15 08:16:10","2022-05-24 19:53:22.64071",1,"0101000020E61000000A636E6BC9AE11407AD33E679C974940"
389,"Anchor","nz-lyj-as17746","nz-lyj-as17746.anchors.atlas.ripe.net",6121,False,"60.234.70.198",17746,"2400:4800:3ff0:18::5",17746,"Auckland","NZ","NZ Registry Services","","Point","-36.7953496","174.74639794","",True,"2015-04-16 08:04:40","2017-03-14 15:01:14",1,"0101000020E610000042C3EE7DE2D765407F710404CE6542C0"
390,"Anchor","cz-prg-as2852","cz-prg-as2852.anchors.atlas.ripe.net",6068,False,"195.113.161.50",2852,"2001:718:1:a100::161:50",2852,"Prague","CZ","CESNET, z. s. p. o.","CAAO-RIPE","Point","50.09942961","14.39269981","",True,"2014-07-09 12:44:45","2020-06-10 14:29:18.569098",1,"0101000020E6100000DA3012F30FC92C401E9A051CBA0C4940"
393,"Anchor","at-klu-as42473","at-klu-as42473.anchors.atlas.ripe.net",6120,False,"178.255.156.202",42473,"2a00:11c0::1:0:0:3e",42473,"Klagenfurt","AT","ANEXIA Internetdienstleistungs GmbH","","Point","46.61584621","14.3182153","",False,"2015-04-15 15:30:37",NULL,1,"0101000020E6100000752CA51DEDA22C4064A8710CD44E4740"
